Title	Description	Shareable Link	Video Count
King Solomon Hicks LIVE @ State Theater Falls Church 8/18/23	@KingSolomonHicks_Blues supporting Jimmie Vaughan Set list: https://www.setlist.fm/setlist/king-solomon-hicks/2023/the-state-theatre-falls-church-va-ba5d14e.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGJN-_g5toarZztKqJlWSrV7	7
Honeyfunk and Zedicus (covers) at Pearl Street Warehouse (DC) 08/12/23	Honeyfunk - multi-decade cover band & Zedicus - Bob Marley tribute (plus originals) Honeyfunk setlist: https://www.setlist.fm/setlist/honeyfunk/2023/pearl-street-warehouse-washington-dc-3a59933.html Zedicus setlist: https://www.setlist.fm/setlist/zedicus-and-abyssinia-roots/2023/pearl-street-warehouse-washington-dc-5ba2ffb0.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGKYpFBl7PH6LCxXKxR218P6	8
Malibu Wanderers LIVE @ Celtic House (VA) 8/4/2023	Bar band covers from https://malibuwanderers.com/	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGKkLNqSlYuM8X_DryVQDR42	4
Ana Popović LIVE @ Hamilton Live (DC) 07/27/23	selected tracks from the front row including 2 from supporting act Skribe https://www.setlist.fm/setlist/ana-popovi/2023/the-hamilton-live-washington-dc-1ba4ed10.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGJaKg_AUWCQQrqE0r3miNeX	6
Tab Benoit LIVE @ Birchmere 07/20/2023	Some tracks from the front row corner Also includes the set closer from opening act Anthony Rosano and the Conqueroos https://www.setlist.fm/setlist/tab-benoit/2023/the-birchmere-alexandria-va-73a74295.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGLa9pSu_ArIRgHqdABZCY3Y	7
Daniel Donato's Cosmic Country LIVE @ 8x10 (Baltimore) 7/16/2023	From the rail in front of Mustang 🤘	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGK9qsZBf69EBAjEof98__oM	7
Elvis Costello & The Imposters LIVE - Baltimore 7/9/23	Some deep cuts from the early part of the set, from the penultimate row of the balcony. Also one from Nick Lowe & Los Straightjackets	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGJQlnfR1H4RhpH96g0pDezr	7
Tori Amos LIVE at Wolf Trap 7/5/23	Ocean to Ocean tour Pavilion Center-Left Aisle, row U Full Set List https://www.setlist.fm/setlist/tori-amos/2023/filene-center-at-wolf-trap-vienna-va-63a7ea9f.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGKrWHIIZRhg4a8Md0OJAz0j	6
Kingfish Ingram LIVE - 2 shows in June 2023	full set in support of Steve Miller Band at Wolf Trap in Virginia on Thursday 6/22 shot from the pavilion balcony select fragments shot from the rail at his headlining show @ The 8x10 in Baltimore on Tuesday 6/20	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGLFTXtHeMY5QzPncF8xiZP_	12
Buddy Guy LIVE - Damn Right Farewell Tour @ Wolf Trap 6/11/23	Triple bill with Robert Randolph and the Family Band and Samantha Fish+Jesse Dayton Selected tracks from stage right aisle row S	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGK2nqH-cfbvIX2DiwZIHbPi	9
Kate Davis 3 shows @ Songbyrd DC	https://katedavis.bandcamp.com https://www.youtube.com/@katedavismusic THREE SHOWS, ONE VENUE 11/30/22 - playing a few tracks from her not yet released album Fish Bowl as well as a couple from Trophy - opening for Delicate Steve 04/08/23 - similar set, as headliner, with Flo Petite opening. Better sight lines, worse auto-focus. 06/15/23 - with her own band (bass, drum, guitar) on a triple bill with The House You Grew Up In and Mystery Friends opening	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGLY-DcEWxAOKJUfpnxH0OjA	31
Indigo Girls with Larkin Poe LIVE - Wolf Trap 06/07/23	Larkin Poe opened for Indigo Girls, and joined them for Shame on Me during the set and Closer to Fine during the enore. Pavilion Stage Left Row G	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGL5rDxxJhkLBDlMLuj3A7ev	7
Avett Brothers LIVE - Wolf Trap 05/25/23	Selected tracks from the Thursday night show Back row center orchestra	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGLCiZa4_HtXyrfpcOoPxV4k	6
The Lone Bellow Trio with Lindsay Lou - LIVE Birchmere (VA) 5/23/23	Front row. Two Lindsay Lou covers and an original with The Lone Bellow Trio https://lindsayloumusic.com https://www.thelonebellow.com/ Set List (ish) AMAZING GRACE ANGEL OF MONTGOMERY ----- TELLURIDE WHEREVER YOUR HEART IS HOMESICK YOU DON'T LOVE ME LIKE YOU USED TO YOU NEVER NEED NOBODY TONGUE TIED FALLIN' PINK RABBITS / MARIETTA COST OF LIVING READY (LINDSAY LOU) POWER OVER ME COUNT GA WILL / WATCH GREEN EYES AND A HEART OF GOLD HONEY ----- TREE TO GROW FOR WHAT	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGLiOWNveOqzB8vPJIDxYZE0	13
Wood Brothers LIVE @ The Anthem (DC) 5/20/23	From the 2nd level stage right. Opened with 3 tracks from the new Heart is the Hero album. Brought openers Shovels & Rope out for an encore CCR Cover of Down on the Corner	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGJKzAKwX_GB_WWKCWWCJ6hZ	17
Eric Gales LIVE - Hamilton Live (DC) 5/17/23	You can tell I set my phone down on the table - Eric and band had the floor thumping all night.	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGKu68uJScwygQWtPf6vHJ7M	14
Suzanne Vega - Live @ Birchmere 4/26/23	Includes some of VIP Sound Check Caramel (sound check) Calypso (sound check) Marlene on the Wall (sound check) Marlene on the Wall Small Blue Thing Caramel Gypsy In Liverpool Queen and the Solider When Heroes Go Down / Lipstick Vogue Rock in This Pocket Last Train from Mariupol I Never Wear White Some Journey Luka Tom's Diner ---- Encore Walk on the Wild Side Encore Tombstone Encore Rosemary	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGKC_yYTLFmdV6_b-ZNETIX2	20
Sona Jobarteh LIVE @ Howard Theatre (DC)	4/24/2023 - relocated from defunct City Winery DC	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGIzY1sGNTcJKjyY9zhvzFNv	5
Live Blues	Add description	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGIs10-Aqel0Bu4UhoY9n0Hu	35
Larkin Poe Blood Harmony Tour	Add description	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGLDbGHasTN10RCW0fZIMNJ0	27
Larkin Poe @ 9:30 Club (DC) -3/9/23	SET LIST --------------- STRIKE GOLD KICK THE BLUES SUMMERTIME SUNSET PREACHIN' BLUES BLUE RIDGE MOUNTAINS SHE'S A SELF MADE MAN SOUTHERN COMFORT* HOLY GHOST FIRE BLEACH BLONDE BOTTLE BLUES BACK DOWN SOUTH MAD AS A HATTER MIGHT AS WELL BE ME BAD SPELL WANTED WOMAN + AC/DC BOLT CUTTERS & THE FAMILY NAME ENCORE: WALK-ON TRACK + DEEP STAYS DOWN * the band all did shots of SoCo on stage setting up for this track	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGITKvXJ5BP8bv4CKMnRkdiG	9
Enter the Haggis @ Hamilton Live (DC) 3/7/23	SET LIST (though in the printed one Down with the Ship was Encore 2) ---- Whale Shangri La News Fast Gasoline Getaway Apothecary Congress Hindsight Devil's Son Lived a Life Helplessly Basket (Caroline Piano intro) Dryden (Trevor introduces while Brian tunes) Lancaster Gate (Craig on pipes ASAP) One Last Drink Gutter Down with the Ship ENCORE 1: LETTERS ENCORE 2: MRS ELLIOT	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGI9luSrliyaqhUiQz1g1-J2	10
Lucky Chops LIVE @ Union Stage (DC) 3/5/23	DC 3.5.23 SET LIST:BehrooziBest ThingsFamiliar PlacesWithout YouLC Full BlastTraveler 1/Traveler 2My No. 1Halfway To The HudsonArvoryNew DayBuyoFull Hart FancyCocoDanza 2022Encore: ProblemStand By MeFunkytown/I Feel Good	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGLL0L4gg9pFhVAP67L-UsQx	12
Tedeschi Trucks @ Warner Theater (DC) 2/18/23	From the Stage Left balcony - lots of aisle traffic & lazy camera work (sorry). But what a tremendous band!	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGLClt2Ci0OsSwfGPrybUt7x	7
Buffalo Nichols @ Columbia (MD) Art Center, Beyond the Blues concert 2/23/23	Nothing but admiration for Buffalo Nichols and his original voice, deeply grounded and unapologetically growling in the "scratchy" roots of American Blues. His originals are really impactful, and his approach on the 2 covers here was masterful. I think I may have jumbled some of it out of set list order, but I hope it won't matter too much...	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGL3d6OIv6ko926yd1i6phA_	9
Gaelic Storm @ the Birchmere 2/16/23	A few tracks from the stage right corner at The Birchmere in Alexandria Virginia. 2/16/23 - had some focus issues. I blame the 2 pints of Black Ox Porter	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGJCuoPi7VNSx0axXv1HGFOu	5
Daniel Donato's Cosmic Country  @ the Anthem	Saturday 1/28/2023 supporting Greensky Bluegrass includes the full set, plus Daniel jamming with Greensky Bluegrass From the stage right balcony level, open air mic from my Pixel 6a Corrections to titles, order &c more than welcome!	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGIwrytCDiiIwjYMp9Gu-dBU	10
They Might Be Giants - Flood tour (Finally)	Selected tracks from the rail at Lincoln Theatre in DC, the Friday Night show. 12/16/2022	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGL_4w7JPXDjdpVEyrdWMt7A	14
Pietasters Live 2022 Year End Show @ 9:30 Club	Select tracks from https://www.setlist.fm/setlist/the-pietasters/2022/930-club-washington-dc-73bc2279.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGLSUDeAzh0kWdohvVdRgXwU	7
Larkin Poe Live in Baltimore 2021	The 2021 Outbreak tour. opener: Kurt Deemer Band venue: The Recher Saturday October 16, 2021	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGK28bYHf1SaivuMW6_vbtb4	23
Muppet Documentaries	Add description	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGJc9V6tPHO0pbXqk3L_f2qh	14
Muppet Story Songs	Add description	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGKnANHwdxkWADoUfU0RMqrh	12
Saints	Add description	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGIikAroKRwkO3m9GYyYlHUA	2
Muppet Christmas Songs	Add description	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGIkOplSUcuGc8RUCPAsF0Is	11
Sesame Street Charts	Add description	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGJdpD9YLtK-Cv6FKuOyxufb	20
Cassette Tracks not on Spotify	Add description	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGKmAymvHkRCeaJoVfhMUGYS	4
Electric Mayhem songs	in no particular order	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGJsqNNKoqmrNnfPgPQbOvMs	13
Miss Piggy duets	In order by first name of the human person	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGKtlnHnyehd0GDC97tEMxro	10
Live Stuff	Add description	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGKNrZ2UqQrk2p5ynHsuCM7q	1
Favorites	Add description	https://www.youtube.com/playlist?list=FLLk1BKTtXoyFD068_Ob2pcw	82
For Melanie	Add description	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGKcEJYL_h8cUDDIu-N-7A3V	7
for Maggie	Add description	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGJf18_R1v8uBWFeCEoLHgYB	2
Fourth of July	Add description	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGJ83x5wwvv9icfz2cuicDbw	2
Rock Paper Scissors Set List	Peter Gabriel & Sting's Rock Paper Scissors Tour 2016 came to Washington DC on June 23, 2016. These videos follow the set list from that show in order. THEY ARE NOT FROM THE ACTUAL SHOW.They are MOSTLY live performances, MOSTLY not audience videos (except Gabriel's new song Love Can Heal). Sting covered a couple of Gabriel's songs, Gabriel covered If you love somebody, and they sang together on several songs. More details on the set list at https://medium.com/@dan2bit/set-list-rock-paper-scissors-june-23-2016-verizon-center-1def8f442e7e#.bpl84xun5	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGLOvxLtcg0fbDAKTPTL1Vsn	25
OK Go	Add description	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGIJfkxelLSXVzSYQ_gJeLAH	20
OLQP Farewell to George Stewart	Selections from the Farewell Concert for Choir Director George Stewart Our Lady Queen of Peace 9:30 Gospel Choir, Arlington Virginia March 7, 2016	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGIL6s8mJoVG8Z4xQs_LVFv8	5
Jessie's Girl bootlegs	From the Howard Theatre show October 16, 2015	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGI4qpv1aP6sdIl7UhTPukxV	4
Sesame Street	Toddler entertainment	https://www.youtube.com/playlist?list=PL80FCCC7A69F0DA68	34
BbWorld 2012	A quick series of videos covering BbWorld 2012 - warning, some loud music - total about 10 minutes. Plus, a couple of TED talks by Salman Khan and a commencement address by Freeman Hrabowski that are similar to the speeches they gave at the conference.	https://www.youtube.com/playlist?list=PL46B1B4F0037E9562	8
